Song Name,Duration,Album,Artists,Artist_id,Album_id
Machinery,2:7,Love at Low Speed,Abram Shook,54y3Jm8NZQngbfzynFAkDY,3rAozc7mGLKP7vM3lZHYVQ
Some Days in Time,1:97,Unusual Rounds: The Introductory Collection,Muunjuun,32y328GZcvGkG3Ch2p89Q7,124rG5AbSiZJg4opnIELod
Brooklyn,4:27,The New Happy,Glass Vaults,3M4TKjKZ5wcoXtPMiw4kOj,5f1CMZYWGRlw2DdNcVG1HC
Justin Scott,4:01,4eva Is A Mighty Long Time,Big K.R.I.T.,0CKa42Jqrc9fSFbDjePaXP,6vGEX2ejVVsHTIsqI1teZg
"Deep, Deep, Deep, Deep in the Dark",3:34,Pre-Sunrise Authority,"Clive Tanaka y su orquesta, Andrew Pelletier",0baqzsI5oUU3yyeeP7568i,0G2G1xMo4DYkXs7eyHOgnZ
Hiding In The Melody,7:45,Pennied Days,Night Moves,6Pled8lBAODAviS574l1Q4,6E06hCaPnbNSR2KhVTa7CJ
Purple Rose,6:62,Independent Dancer,Kalabrese,2MUENaxB93ZPNclZIDEMMV,5UiZ3oyLL0wiJC67Cby9Nj
gun-shy,4:51,Shields,Grizzly Bear,2Jv5eshHtLycR6R8KQCdc4,57LAEzKL94ZHwbIkUWYCDY
Any Day,4:9,Any Day,The Sea and Cake,0ihBDeJlIlXo4LFfAllsGm,1UyfrZERNFLDWZ58oKf5np
Condo,1:91,Where the Light Won't Reach,Andre Bernier,4LGv0g6AjH4yX3Vy6Tc0yL,2HbpfHUdtBFVFABTNcrzhx
Les Amis - Actual Magic Remix,3:2,Les Amis (Actual Magic Remix),"François de Roubaix, Actual Magic",5oyNl4KxsjkVfyvnwcl8ex,11WPfhApUKXiCHXyvIVvB6
Wake up Jacob,3:73,Be the One You Love,"Sitcom, Orion Sun",1AHWalyPZ4Zx1s7BampY8C,3bHTLP5a6S4knOG7Lstppm
In the Midst,5:03,Digging a Tunnel,sir Was,2pRRvc1D9seqK4txoe8laT,2K7PRMaK4rv75bFkWsynNC
Storefront,5:18,Stay a While,The Cactus Channel,5PvWhPEu0aTeImd5QVTSvW,7pimenXMx18ZhO5VAE8z7T
Breath Hold,3:55,Temporary Fiction,Fellini Félin,1FTFy5sAOlZpN6GY6s9VLh,1SB9N45PdLVqswBBz1ge4F
Way You Walk,4:85,Sexpop,Sexpop,5YoMiOBqFD3ix30uj1fYyh,1Mp1ecPCRKpyKeNNrKEeZR
Clean Up,3:08,Clean Up,JR JR,3VAxb3UskTNiHAKh4UeOEv,6HyAVt2iwILid1EdJPasyW
グッドバイ -album version-,7:09,For Long Tomorrow,toe,0rpKM0MniNkXM1SLSglYUZ,6I6y9F6LgWdE1RRJ4wrhz5
Until Then,4:2,Chumpfrey,Feed Me Jack,2eBmUbHKMQCAdD824cSiIL,4YtfTs6BPpHGqKmLh5G6vA
Flâneur,6:0,Sunhead,"Plini, Anomalie",3Gs10XJ4S4OEFrMRqZJcic,5XGGmGk4hqRcpKMEeXwL7z
Soon It Will Be Cold Enough to Build Fires,3:01,Soon It Will Be Cold Enough,Emancipator,6HCnsY0Rxi3cg53xreoAIm,6kL09DaURb7rAoqqaA51KU
Doses & Mimosas,5:39,MoM & DaD,Cherub,00dwwnz3V4kRfu3UFYpJLz,53cg0h2JnvfzYdTsB5LoTN
So Good to Me - Radio Edit,3:77,So Good to Me (Radio Edit),Chris Malinchak,5UVzX8pQe6bb5ueNdfViih,5z6aqbVipcLm2KtFLYMhfj
Retrograde,3:72,Retrograde,James Blake,53KwLdlmrlCelAZMaLVZqU,6lPt0nBiSzruCO6Ihvoa9L
Wake Up,5:59,Funeral,Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB,0aGwrXjKIfAMlj1vBYLtnR
Go,2:44,Go / Eagle Birds / Lo/Hi,The Black Keys,7mnBLXK823vNxN3UWB7Gfz,09hrL0Pk3gObwTh2MIAGaG
Time to Pretend,4:35,Oracular Spectacular,MGMT,0SwO7SWeDHJijQ3XNS7xEE,6mm1Skz3JE6AXneya9Nyiv
Elevate,5:14,When The Night (Deluxe),St. Lucia,5WId4o5jdGVhptNU0uqKxu,5Pjft9EbneGmlhOQ2mo6bo
illusory sense,3:81,she waits patiently,Ichika Nito,1v7B6ZWa7QRQS3knn3Jvf4,2lmHg3NC6Fr4KQSD6X4Gag
Chinchilla,4:76,Animals Acoustic,TTNG,5TUa95aB5Vu2CzwCnZd6t0,5VmLDp0QQKLh51469u3uuH
Reelin' in the Years,3:6,Covers,Feed Me Jack,2eBmUbHKMQCAdD824cSiIL,5TFRy5wMATm8cxodISMDNq
So Strange (feat. Cuco),4:0,New Levels New Devils,"Polyphia, Cuco",4vGrte8FDu062Ntj0RsPiZ,7GhytR6ZMWetf1jxAzITtG
It's So Easy,2:72,Album 2,Louis Cole,6uIst176jhzooPMetg2rtH,5YzPyLFOu3LDOPlm0y3IJa
Parking Lot,3:91,Malibu,Anderson .Paak,3jK9MiCrA42lLAdMGUZpwa,4VFG1DOuTeDMBjBLZT7hCK
Coconut Kiss,4:35,Everybody’s Heart Is Broken Now (Deluxe),Niki & The Dove,4hiLNlqr4vQdiuo1aQKSXS,5F44JFAn5cKBkuDUZGxxuD
Gratitude,5:94,Big Red Machine,Big Red Machine,7gXy60xRcwYujBFoYHnR2O,3LBRCisCaxgQjb5nwSMPgU
What's His Neck,3:14,Tiara for Computer,Ray Barbee,2XgTFrmbSf8V98EtcQSp2n,2zOxYFOlaBWPuandQHZ7hd
Nothing in This Town,4:57,Moonlight Baby,The Dig,2Ki2mlU4LhZZ0BOYHWbcot,3lzn3Dw5YV2SXMmk1RYj3x
All I See - Darius Remix,4:35,All I See (Remixes),"Bondax, Darius",4qobOrZpdUri80gScwsHfs,0kEPgrArOSYiAvB40qmnNG
By,2:77,Hosoi,HNNY,6Yae9Ia1nq6JLLojBzwN1r,7zhdVONU5HcwpbmC7XtXsn
O.M.G. (I'm All Over It),3:73,Single Rider,Jenn Champion,4DNoAXTvMQBzmxWdBuIB6V,78v7W8mkZcbSFnBwqVg1Kw
Dive,8:33,Dive,Tycho,5oOhM2DFWab8XhSdQiITry,3I3PmRvn5iFY8i6zzvEcci
Insane,5:4,Finding Foundations: Vol. II,Madison McFerrin,02zPEtdzUWnPToEVLRiQ7e,4yCALi6QxHK7jdX2ceHq7c
Slowly,3:6,Too Real,"Giraffage, Matosic",4kubsO16bEfCADaVUyoYb6,2i0WQgxSckOe7XEF1XtiCz
Maybes - RAC Mix,3:92,Too Real (Remixes),"Giraffage, Japanese Breakfast, RAC",4kubsO16bEfCADaVUyoYb6,5jOMCJMBZIaAah4JOssJb7
Taking Over,5:61,Taking Over,Joe Goddard,380fnmlGnkyueBMqGWx2k5,5jEBgUyhPLu3QUoZvbRdCa
Boreal,3:21,Boreal,"Ghostnaut, L'Indécis",2RBJhPBOr8mI5evwaL4HR3,0Y2wem1kHX7RXOQn11595y
Family and Genus,5:33,And The War Came,Shakey Graves,1fZpYWNWdL5Z3wrDtISFUH,1Sq6MrxVCTezf62YzsbzED
Cool Your Heart - Ludwig Goransson Remix,3:95,Cool Your Heart (Remixes),"Dirty Projectors, Dawn Richard, Ludwig Göransson",5VF0YkVLeVD4ytyiyVSIiF,29zSNDnGXlsF0MfqwsZURW
Wait,3:04,Wait,"Billy Lemos, Still Woozy, Blake Parker",7ebBg3BuRFa2satTcY8whC,4EusOyw69iJj6Cze8gPWtg
Spiral,4:19,Forever & Ever,SALES,6vVztIuqdDHvYWxOEXCzjN,7MEH4LcjNvaLRMh27yxABB
Juicy,3:38,Midnight,Emmett Kai,3iFMfPvVhkPDaR6uCaBV9q,04q89UZFZgoHq13VI8Etar
Demon's Cave,2:31,S.O.D.A.,Roy Irwin,3X1lDZJlULIxf63AQBFeHb,43zc3FNolU7d7oo6ITPt8s
I'm the Moon,2:67,"I'm the Moon, You're the Wave",Spooky Mansion,7BrrcOKe9ymT5md3Up7BRz,4UEAcuAaEWysi4YM6eDMdn
Easy,4:51,Tuskegee,"Lionel Richie, Willie Nelson",3gMaNLQm7D9MornNILzdSl,06mXsfCdPU4NwdWM7TDQY5
Touch (feat. Paul Williams),8:32,Random Access Memories,"Daft Punk, Paul Williams",4tZwfgrHOc3mvqYlEYSvVi,4m2880jivSbbyEGAKfITCa
Doin' it Right (feat. Panda Bear),4:19,Random Access Memories,"Daft Punk, Panda Bear",4tZwfgrHOc3mvqYlEYSvVi,4m2880jivSbbyEGAKfITCa
Sinister Kid,3:74,Brothers,The Black Keys,7mnBLXK823vNxN3UWB7Gfz,7qE6RXYyz5kj5Tll7mJU0v
ruminate,3:23,komorebi,slenderbodies,3S4d3YRNGg2OhnNm3QvfhA,6JZtYt3v32a9sTRxPlMZEn
Bohemian Idol,5:87,Curiosities,"Lord Echo, Toby Laing",4SkLPRjzPXh6d5n32Vypy5,6OIyg3A7f7jy7ASjUNN8uK
Future,5:2,Bright Like Neon Love,Cut Copy,4EENT7N7rCBwrddM3s0vFS,4AyAxuQiwiloLye3qxuXq4
Cadillac,5:47,Cadillac,Sports,4AGNJdJiVltImYk1UTLE0K,6bAnbuphMQPguKYRuASOeI
Catch Your Tears,4:01,"Beats, Not Words","Sol Monk, Jarvis",6S8iF3O4XNvUO2Ipg47yFq,7HoV3rUHCRRiMswjAmhS29
No Real Friend,3:76,No Real Friend,"Jorge Elbrecht, Ariel Pink",6NWNbhdPRgn8ONYG93D8bz,7mHYTQyjqm45JByTELfhr1
True Blue (feat. Angel Olsen),5:81,Late Night Feelings,"Mark Ronson, Angel Olsen",3hv9jJF3adDNsBSIQDqcjp,6vdLdzihSWxV8FgWU2GSvA
Are You a Hypnotist??,4:73,Yoshimi Battles the Pink Robots,The Flaming Lips,16eRpMNXSQ15wuJoeqguaB,49LA20VMk65fQyEaIzYdvf
Vacation,3:5,Vacation,Dirty Heads,6GkJh85o22LfD2vgL9DP6f,7xR5BJoQg0x0bHac8GMipk
Lost in Translation /2,3:75,W/ Love,infinite bisous,7w5cbnOLouZ5bGFvwIF5Ff,2J9ruxYbxkeJNclf018WmL
Summer Breeze,4:79,Mirrors,Monophonics,6LXZac7iBIZgnNrywTkQRw,571w0ITrk9F4vIAlNNtFLu
Coming out of the Darkness,3:68,Critical Equation,Dr. Dog,4mLJ3XfOM5FPjSAWdQ2Jk7,0kafVzFVwhsAjOzA2h6QQB
My Thoughts on You,3:52,My Thoughts on You,The Band CAMINO,6d4jrmreCmsenscuieJERc,0hGduSCbpvvyCqSAT90UsI
Turn The Light,3:32,Lux Prima,"Karen O, Danger Mouse",6emHCSoB4tJxTVXakbrpPz,1kgurOfUl0Qu20MDK46xur
Music on My Teeth,4:27,Knock Knock,"DJ Koze, José González",1kR99O4MgSTasyeJh8UFCg,0sT4nyNxsvGNQr1O8OR83O
Cellphone's Dead,4:76,The Information,Beck,3vbKDsSS70ZX9D2OcvbZmS,4vvGnnUgid9IbTS3sUVYCF
On The Level,3:79,This Old Dog,Mac DeMarco,3Sz7ZnJQBIHsXLUSo0OQtM,7nUB5er2UpBMraUXK2wWRj
Powerlines,4:31,Currents B-Sides & Remixes,Tame Impala,5INjqkS1o8h1imAzPqGZBb,04uXkrNhFJ1iWEo88MGPva
Bath Full of Ecstasy,4:0,A Bath Full of Ecstasy,Hot Chip,37uLId6Z5ZXCx19vuruvv5,6lkUImwpLYQnkiygVaMoAJ
Church (Lost Tapes),7:55,Church (Lost Tapes),Röyksopp,5nPOO9iTcrs9k6yFffPxjH,1hg3JE4uv6zazGhYZSuSLn
In A Van,4:45,In A Van,Saintseneca,5x3hUNIfDPxP1Kr0ZaGs64,4B81UpQIirzcpyrPrW9pD3
Capt. Koyake,3:12,Adventure,Monster Rally,3DtnSKmpjFGUzZcccWfG43,1l9X0D2mSBr5yuWp0tginK
4th of July,4:34,Waiting For Your Love / Complainer / 4th of July,Cold War Kids,6VDdCwrBM4qQaGxoAyxyJC,3dWEcM19QGna19OlHepl4Q
Complainer,3:66,Waiting For Your Love / Complainer / 4th of July,Cold War Kids,6VDdCwrBM4qQaGxoAyxyJC,3dWEcM19QGna19OlHepl4Q
Waiting For Your Love,3:48,Waiting For Your Love / Complainer / 4th of July,Cold War Kids,6VDdCwrBM4qQaGxoAyxyJC,3dWEcM19QGna19OlHepl4Q
Temple of Sorrow,7:07,Lune de fiel,M83,63MQldklfxkjYDoUE4Tppz,7ogiYypv2LDe6OKy9MVW3z
Lune de fiel,3:73,Lune de fiel,M83,63MQldklfxkjYDoUE4Tppz,7ogiYypv2LDe6OKy9MVW3z
I Just Don't Understand You (Lost Tapes),4:61,I Just Don't Understand You (Lost Tapes),Röyksopp,5nPOO9iTcrs9k6yFffPxjH,2ngMYCHU3c2XCl0B6GEpsx
2 / 14,2:73,My Thoughts on You,The Band CAMINO,6d4jrmreCmsenscuieJERc,6cSlODoo4uSPxXfyGwcY9I
6's to 9's,3:43,Superdream,"Big Wild, Rationale",0PxzGnCYBpSuaI49OR94cA,7LZAgsQQr0cm61SmUdgKlz
If Only For A Day,2:08,Chillhop Essentials Summer 2017,iamalex,6M6LWvHKgBle8SUtSpq6SU,4dUYpuk18NdNVXQLUVmGAG
Too Much,3:35,Chillhop Essentials Summer 2017,Vanilla,7pnSUizGuS2tAW2yCAhafn,4dUYpuk18NdNVXQLUVmGAG
Liar,5:19,You in Reverse,Built To Spill,3kbBWco9PZ5eSQsNScwG6U,3jKdxSwYf8UkDhIOIXbwku
The Skin of My Yellow Country Teeth,5:73,Clap Your Hands Say Yeah,Clap Your Hands Say Yeah,1jSaZgaKHmgc7VTgML528r,6393kbmZ8NoTl172RKEoCv
Luxe (feat. Alexis Taylor) - Edit,3:39,Luxe (feat. Alexis Taylor),"Holy Fuck, Alexis Taylor",6Q0gMZJNIebNFFaJeonc11,7yKCMXzb6Qy1SdqAGbftOw
Once in a Lifetime - 2005 Remaster,4:33,Remain in Light (Deluxe Version),Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,3AQgdwMNCiN7awXch5fAaG
Teen Age Riot (Album Version),6:96,Daydream Nation (Deluxe Edition),Sonic Youth,5UqTO8smerMvxHYA5xsXb6,23O4F21GDWiGd33tFN3ZgI
This Is the Day,4:95,London Town 1983-1993,The The,7cKtqv9cYVlOwnuCFH95ce,5K5vUTocXxi9OTkSDQEbx8
Mellow Head,2:3,Mellow Head,Ambulo,6sPQwc6lix6K1Gv64v91Ml,3NLk2npL93TWbTFOziCaQ5
Self Discovery,4:44,Self Discovery,Habe,2BugRvdm3aasWYT3VthewW,3AyXQJO1vCtFFT77HFDc2R
1000Mph,3:41,Toro Y Rome Vol. 1,"Rome Fortune, Toro y Moi",0AlOgXaMBLYvxNEhqHM4np,1W2fD7CSls8BSGAeUXUlPp
Buttercup,3:78,Landmark,Hippo Campus,1btWGBz4Uu1HozTwb2Lm8A,0vb1g018puu47StlIi9wxC
Rylan,3:73,I Am Easy to Find,The National,2cCUtGK9sDU2EoElnk0GNB,240Gfpkjr06NUT3zBYrwVN
Babylon,3:67,Love In The Time Of Lexapro,"Oneohtrix Point Never, Alex G",2wPDbhaGXCqROrVmwDdCrK,2f3Olo7eaVxnmgaencFKmv
Farewell Transmission - Demo,6:94,Magnolia Electric Co. (Deluxe Edition),Songs: Ohia,3uQ5cxFHxXddqPL58egs1z,41RHNc47RzqBt9FBmhb8YY
You Are Enough,6:98,Banker's Hill,El Ten Eleven,0d1j4VJ7gzAJaDslzmjTF0,6XKxLouX4bWipzucuY0IoE
Subterraneans,5:72,HD Malibu,Willie J Healey,4T4JE09FOmRgv2Wzb6JaOR,32vpI7HDpQ9wl7pUQqdP3C
Superstition Future,3:88,Picture You Staring,TOPS,2SdK1QDmZIP2hk94rSaLl9,4XherhknNqBd7RsksYVqP5
All The Snow Is Gone,3:57,Peach Dream,Sniffle Party,5YJXDPud21d8RrmnHGWNx5,4yNhHfReSTEAe50R7J502a
A Letter Received,4:66,Sensorisk,AUSTYN GILLETTE,6yJQjVEMtTJ1zrC68C0WCs,118f868jiSqPLVavBgIx4M
Strictly Rule,4:47,Tight Knit,Vetiver,7ACSlU8kTcQIbvpwLWze8E,30Z4nQeXfYmuWXPFhNMaf5
7/8,1:96,7/8,"MERE, Santo & Johnny",52wfHuB2a6Rbikg2xth7Vr,0sOX3OAaicpxw61i19tGka
Easy,3:47,Easy,Claud,5MaQlvNGOaTj39apHsXVq1,2RhatFEmXQxPvrM4Haba7r
We,4:51,<​/​3 / We,HONEYMOAN,5J9s2Y6roGagMAipTa5XqV,60NcWhUUgne03wwlSpT8ax
Taxi’s Here,4:79,Currents B-Sides & Remixes,Tame Impala,5INjqkS1o8h1imAzPqGZBb,04uXkrNhFJ1iWEo88MGPva
Longue la nuit (Kevin Parker remix),4:13,Longue la nuit (Kevin Parker remix),Barbagallo,6s6G7IGye7b8hnTMG2bMPz,01caeBxdUdvfdbAeC12AD7
Forget Me,3:61,"Uncle, Duke & The Chief",Born Ruffians,7wGrLSB3v7jkV3fSsjYwtv,7lBjSPkAC6j7kbJ6YJgoA7
Poor Relations,4:36,Poor Relations,Mr Twin Sister,5ltJZgIW3OkY5WvuzX5MYz,1Kfrmbyo4NAY9y0H90tTbx
Speedracer,4:0,Movement Swallows Us,CAPYAC,5QP5fl1l4e9NmKmkMUOTF5,36L61WgVjeq5bam7T9pNTM
A Love Song Seven Ways,3:19,Nothing Matters,Benjamin Lazar Davis,120AN9sqwd6UTkZbnjDPKE,6Flwr9Pbm4o9T7aq4wQtfT
Like A Hunger,4:55,Like A Hunger,"Wilma Archer, Amber Mark",0uo6UbyUYXbG4xBT7vBGSx,7wWi3qsBhpW0HWrUgOSzz3
Turn Into,3:39,Turn Into,Jay Som,1wmiQ6ytATiGnJs6uFluKO,3hGEiHWq02qRrTIWqJrk7U
Taylor,3:99,On And On,Jack Johnson,3GBPw9NK25X1Wt2OUvOwY3,7LQhG0xSDjFiKJnziyB3Zj
Half Full Glass Of Wine - Live,8:24,Live Versions,Tame Impala,5INjqkS1o8h1imAzPqGZBb,44RrnCW7pMIEiiAR3LIAVL
Everyone Acts Crazy Nowadays,4:25,Sex & Food,Unknown Mortal Orchestra,1LeVJ5GPeYDOVUjxx1y7Rp,7c2Xfq7aQKzs0KdSI3K7Rc
Miki Dora,5:06,Freedom,Amen Dunes,1jwOuEBcOKq0BeudSarbEM,2zivVNqYUYVi9o3HbSPOjK
Cherry,3:27,For Ever,Jungle,59oA5WbbQvomJz2BuRG071,1VZxGX1lzF1QjY5QofhC5r
Like Acid Rain,2:04,Multi-Love,Unknown Mortal Orchestra,1LeVJ5GPeYDOVUjxx1y7Rp,587Clxxo1i5flgjvS52bEC
Sense,3:51,Paper Mâché Dream Balloon,King Gizzard & The Lizard Wizard,6XYvaoDGE0VmRt83Jss9Sn,4yx7ovVMrIuJnOgsf9I8Gk
Lady and Man,4:3,Con Todo El Mundo,Khruangbin,2mVVjNmdjXZZDvhgQWiakk,42j41uUwuHZT3bnedq2XtM
Seventeen,4:43,Remind Me Tomorrow,Sharon Van Etten,2wJ4vsxWd7df7dRU4KcoDe,2dvXk4nacVRmDSnbKniwrS
Raxeira,2:87,A Mineral Love,Bibio,0qzzGu8qpbXYpzgV52wOFT,47riSLCeFOffFRi9BZ2eig
m.A.A.d city,5:84,"good kid, m.A.A.d city (Deluxe)","Kendrick Lamar, MC Eiht",2YZyLoL8N0Wb9xBt1NhZWg,3DGQ1iZ9XKUQxAUWjfC34w
Poetic Justice,5:0,"good kid, m.A.A.d city (Deluxe)","Kendrick Lamar, Drake",2YZyLoL8N0Wb9xBt1NhZWg,3DGQ1iZ9XKUQxAUWjfC34w
Star Roving,5:65,Slowdive,Slowdive,72X6FHxaShda0XeQw3vbeF,4nSWX5A4xVomzrOEGDKLQ6
Shine,4:55,Rapper's Best Friend (An Instrumental Series),The Alchemist,0eVyjRhzZKke2KFYTcDkeu,7FujDV0RYzauskhMDgr1Sb
Under The Pressure,8:87,Lost In The Dream,The War On Drugs,6g0mn3tzAds6aVeUYRsryU,14xxjLlbGy8ACm4MorBjD5
Ocean Breathes Salty,3:74,Good News For People Who Love Bad News,Modest Mouse,1yAwtBaoHLEDWAnWR87hBT,0TGTGuc2vXv6ZECoAf52N0
Coyotes,3:52,Strangers to Ourselves,Modest Mouse,1yAwtBaoHLEDWAnWR87hBT,6iKqPv9C5oU29LR82N8lJf
Must've Been (feat. DRAM),3:48,Head Over Heels,"Chromeo, DRAM",2mV8aJphiSHYJf43DxL7Gt,5P95ihuNOcJWjpepHBNjtB
Soul Meets Body,3:82,Plans,Death Cab for Cutie,0YrtvWJMgSdVrk3SfNjTbx,1NFGnxmeIEBakre4DvLaJq
Pomslap,4:08,This Day EP,Pomrad,4PM7uuFnzArhW3FNNBeMXA,4zRbQIkHYXOBEoL84vEqTJ
Mango (Freestyle / Process),4:83,A Collection of Fleeting Moments and Daydreams,"Orion Sun, Mulch",2efrqekWSHlvhATD50AG3m,3fUfLlnvi1phe0vKhDBKwM
Scenic Drive,4:76,Heat,Poolside,5szdY7KaSi7epwyffrbV8c,1NRL1bvYepbDkrao0zax15
Friends,4:11,Cowboy Stories,Delicate Steve,1bNgeTuV3MlkAq64Ybvcq5,55MZRfjLICYCR0y8hpvFbl
Cameo,4:17,Universal High,Childhood,3U09GBaLizWYmJGOPlPXra,5WwbLLHjW38GoYA0SNjSwf
"Yoshimi Battles the Pink Robots, Pt. 1",4:71,"Greatest Hits, Vol. 1",The Flaming Lips,16eRpMNXSQ15wuJoeqguaB,37WmpkMVJBLF1A67a7vYDi
Do You Realize??,3:54,"Greatest Hits, Vol. 1",The Flaming Lips,16eRpMNXSQ15wuJoeqguaB,37WmpkMVJBLF1A67a7vYDi
Super Rich Kids,4:77,Composite,Sly5thAve,15zxwAfOdT7WmQeFWPJtKi,3tGD6QxJM2LfGkjn9rjeXc
Money Trees,6:45,"good kid, m.A.A.d city","Kendrick Lamar, Jay Rock",2YZyLoL8N0Wb9xBt1NhZWg,0E47vczx9XVds1Lr2Y8rze
Warm Animal,3:52,What's It Like?,Sure Sure,1anAI9P9iSzc9qzLv6AtHZ,5LJzP85Zn7B2IAt7zhLImG
The Keys,3:62,Soft Times,Matt Duncan,7gRH7pJQJaAvrwvi8STYEl,2m5JZAFs0blQ8S4Gm8VJ7a
Music Sounds Better With You,3:31,Music Sounds Better With You,NEIL FRANCES,587PA35pRGL1JwQr6idJbb,143dMy2NJalRNn5AdOA8AI
gray,3:05,sotto voce,slenderbodies,3S4d3YRNGg2OhnNm3QvfhA,4HC2G7sSf1JG3puEMHvQBb
Praise You - Radio Edit,3:8,The Greatest Hits: Why Try Harder,Fatboy Slim,4Y7tXHSEejGu1vQ9bwDdXW,6GSF3YIop0uuOUkSx8n9QJ
Offertorio,2:05,Headroom,"Men I Trust, Nicolas",3zmfs9cQwzJl575W1ZYXeT,4gUbxHmLI5e9ygyg1iLynP
Get Up,3:01,Life of Leisure,Washed Out,5juOkIIy18sFw9L30syt1Z,1jMTPWTHJhsZev04IbmyCC
Harvest Moon,6:15,Pacific Standard Time,Poolside,5szdY7KaSi7epwyffrbV8c,0H8umic35SHzLg26lL1ld9
The Moment,4:26,Currents,Tame Impala,5INjqkS1o8h1imAzPqGZBb,79dL7FLiJFOO0EoehUHQBv
When I Go,5:66,Soon It Will Be Cold Enough,Emancipator,6HCnsY0Rxi3cg53xreoAIm,6kL09DaURb7rAoqqaA51KU
Fake Like,3:9,Music For the Long Emergency,"POLIÇA, stargaze",34vLhockmYhf3LgznwyNaQ,4xWk9wR1pJw2Q9B7XZm5Ul
Kelly On The Moon,4:28,Living In Symbol,"Astronauts, etc.",2CXaub1yYrSk6ruDtOx6LZ,1oWDCsDsTlOt8an7JzYhoG
Dreams Tonite,3:27,Antisocialites,Alvvays,3kzwYV3OCB010YfXMF0Avt,7CCwkPweMxKq8yWkVerH6T
The 2nd Most Beautiful Girl In The World,2:22,The 2nd Most Beautiful Girl In The World,Snail Mail,4QkSD9TRUnMtI8Fq1jXJJe,0WZ1LouoJTm7zumPHLdNMV
Drunk Drivers/Killer Whales,6:24,Teens of Denial,Car Seat Headrest,5PbpKlxQE0Ktl5lcNABoFf,26DseQO366JfXwIP7dIgQj
Fuckin 'n' Rollin,3:4,Phantastic Ferniture,Phantastic Ferniture,6uHxXCSJUP50EgddL6eWNC,5ikN2VcFcLn7JVxHuICT2K
Charlotte's Thong,8:94,Jassbusters,Connan Mockasin,247AfC9pLuqwgpH8Mo96oA,6bLo66qcIgfp3B7fHo96Nc
Peace,3:54,Peace,Chon,2JFljHPanIjYy2QqfNYvC0,07AziZT07DGPR3GydGgUaf
Black Hole Sun,5:31,Superunknown (Deluxe Edition),Soundgarden,5xUf6j4upBrXZPg6AI4MRK,29sTacnS0qA9xri6YS8xLA
Help Me Lose My Mind,4:07,Settle,"Disclosure, London Grammar",6nS5roXSAGhTGr34W6n7Et,1ZFGRj11NnZHos8DUbbpF1
Cold War,3:39,Blood Type,Cautious Clay,6iWuBN32BqCJAeXW6o3nil,0I55n0pRuelv0nfZHKhA8f
Franny,3:25,Modern Animal,Magic City Hippies,1ikg4sypcURm8Vy5GP68xb,6y5roSQsSbhNcVfIkhF7wL
Ordinary Pleasure,3:06,Outer Peace,Toro y Moi,6O4EGCCb6DoIiR6B1QCQgp,7lXkGYfPd8ygerG681NxQG
Heir Apparent,5:89,American Football (LP3),American Football,5FwydyGVcsQllnM4xM6jw4,7ki5b310cwDVVJBevBLwdw
Rolling Stoned,3:3,Sketches Of Brunswick East,"King Gizzard & The Lizard Wizard, Mild High Club",6XYvaoDGE0VmRt83Jss9Sn,61qF9TudqPlxy4a7u8xXrv
In Camera,3:41,In Camera,Yumi Zouma,4tPyCwWrsvZ8OKYl7QRavL,3dXcN6ZDmTlDvImfAck8GU
Anjela,3:73,French Exit,TV Girl,0Y6dVaC9DZtPNH4591M42W,6WrxgVbi9Q96gV8tZMq3FH
The Spot,2:86,The Spot,Your Smith,2kTZfKGZEj8R76z3ooKOF1,1O24l7mxJn2iKfgEiepZP4
If He,4:89,Pronounced Mcgee,Mk.gee,7tr9pbgNEKtG0GQTKe08Tz,03HsVVsJiYkq3pbGJYOAPr
Weight Watchers - Original,4:43,Turtle Pizza Cadillac,Parallel Dance Ensemble,7bi3KdGErnScN1PrviZI71,0kpXTLfYRNrmTLxAAx7YF4
I'll Be Around,4:67,In The Meantime,The Altons,5AgZ9r9ZdWm7mD9t03KZZu,1IulNOQ4DFwi6nKdgcvntA
All The Boys I Know,3:42,All The Boys I Know,T.hanks,2ctj54ezUG5emfg5CMX8sk,7bb96IkEgEca31BTYZuzip
Thinning,3:4,Habit,Snail Mail,4QkSD9TRUnMtI8Fq1jXJJe,1EjRNhbVxDEPXDwKmusDyj
Woo Are You,5:22,Woo Are You,"E Ruscha V, Woo",0NOdYxMmwVSeIshVxo6eVE,3mbjZcYxMjsvfmAdMb4aUS
Your Hurricane,3:32,Thank You for Today,Death Cab for Cutie,0YrtvWJMgSdVrk3SfNjTbx,6agCM9GJcebduMddgFmgsO
"Touch Me I'm Going To Scream, Pt. 2",8:2,Evil Urges,My Morning Jacket,43O3c6wewpzPKwVaGEEtBM,4IqeW3hG9973Yd6ajqiNl1
Great Escape,5:12,Paracosm,Washed Out,5juOkIIy18sFw9L30syt1Z,72b7KBNzYH54BtZ5FBSFqi
Giant Tortoise,4:21,Hobo Rocket,Pond,4skJp5OKvcc9eKokiuhi2s,4JcZo9SqwxrbDqsLf3e2WF
Bellevue Bridge Club,4:44,My Finest Work Yet,Andrew Bird,4uSftVc3FPWe6RJuMZNEe9,2xQ1WHVV0MdVSRkpND5P51
